OBSR_NO.,DAY,Location,No. Empl,Customer Sat,Application Used,Loan/Lease,Approved/Dis,Amount,Approval Time,Wait for Info,Wait - Discrete,Cycle Time,Log10 Cycle Time,Cycle Time - Discrete
1638,16,New York,7,4,3,Loan,Approved,37,4,2,Yes,6,0.77815,Pass
1639,16,Sydney,17,3,3,Lease,Disapproved,96,7,5,Yes,13,1.11394,Fail
1640,16,New York,8,4,2,Loan,Approved,5,4,1,Yes,6,0.77815,Pass
1641,16,Sydney,12,4,1,Lease,Approved,41,5,0,No,10,1,Fail
1642,16,New York,10,4,2,Loan,Approved,42,2,1,Yes,4,0.60206,Pass
1643,16,New York,12,2,3,Loan,Approved,93,4,2,Yes,6,0.77815,Pass
1644,16,New York,8,4,3,Loan,Approved,54,5,0,No,10,1,Fail
1645,16,Paris,6,5,3,Lease,Approved,85,4,0,No,7,0.8451,Pass
1646,16,Sydney,9,1,3,Lease,Approved,89,10,4,Yes,19,1.27875,Fail
1647,16,New York,16,4,1,Lease,Disapproved,28,4,2,Yes,6,0.77815,Pass
1648,16,Paris,11,4,2,Lease,Approved,67,3,1,Yes,5,0.69897,Pass
1649,16,Sydney,10,2,1,Loan,Approved,46,11,4,Yes,21,1.32222,Fail
1650,16,New York,8,5,3,Lease,Approved,35,4,1,Yes,7,0.8451,Pass
1651,16,New York,12,5,1,Lease,Approved,61,3,1,Yes,5,0.69897,Pass
1652,16,Sydney,10,5,1,Lease,Approved,72,7,4,Yes,13,1.11394,Fail
1653,16,Paris,11,5,1,Lease,Approved,43,3,1,Yes,5,0.69897,Pass
1654,16,New York,13,4,1,Lease,Disapproved,64,4,0,No,8,0.90309,Pass
1655,16,Sydney,12,3,1,Lease,Approved,45,7,3,Yes,14,1.14613,Fail
1656,16,New York,13,4,1,Lease,Disapproved,60,4,2,Yes,6,0.77815,Pass
1657,16,New York,11,5,1,Lease,Approved,78,5,0,No,9,0.95424,Fail
1658,16,Paris,14,4,2,Lease,Disapproved,57,3,1,Yes,5,0.69897,Pass
1659,16,New York,14,3,1,Lease,Disapproved,26,3,2,Yes,5,0.69897,Pass
1660,16,Sydney,10,5,1,Lease,Approved,45,5,0,No,9,0.95424,Fail
1661,16,New York,7,5,3,Lease,Approved,41,6,3,Yes,11,1.04139,Fail
1662,16,New York,7,2,3,Lease,Approved,42,7,3,Yes,14,1.14613,Fail
1663,16,New York,12,5,1,Loan,Approved,53,4,0,No,8,0.90309,Pass
1664,17,New York,8,5,1,Lease,Approved,74,5,0,No,10,1,Fail
1665,17,New York,5,5,2,Loan,Approved,25,4,1,Yes,6,0.77815,Pass
1666,17,Sydney,11,5,3,Loan,Approved,29,7,3,Yes,14,1.14613,Fail
1667,17,New York,17,5,2,Lease,Disapproved,58,4,2,Yes,7,0.8451,Pass
1668,17,Paris,4,5,1,Loan,Approved,27,3,1,Yes,5,0.69897,Pass
1669,17,Sydney,8,5,3,Lease,Approved,16,7,3,Yes,12,1.07918,Fail
1670,17,Sydney,13,3,1,Lease,Disapproved,45,8,3,Yes,15,1.17609,Fail
1671,17,New York,9,4,3,Lease,Approved,71,7,3,Yes,14,1.14613,Fail
1672,17,New York,7,4,2,Lease,Approved,72,6,1,Yes,12,1.07918,Fail
1673,17,New York,11,4,2,Lease,Approved,33,4,1,Yes,6,0.77815,Pass
1674,17,New York,13,4,3,Loan,Disapproved,64,4,0,No,7,0.8451,Pass
1675,17,New York,8,4,1,Loan,Approved,55,4,1,Yes,7,0.8451,Pass
1676,17,New York,8,4,2,Lease,Approved,69,4,0,No,6,0.77815,Pass
1677,17,New York,6,4,3,Loan,Approved,48,4,0,No,7,0.8451,Pass
1678,17,New York,6,4,3,Lease,Approved,47,4,0,No,8,0.90309,Pass
1679,17,New York,10,4,3,Lease,Approved,46,6,3,Yes,11,1.04139,Fail
1680,17,New York,14,4,3,Lease,Disapproved,35,4,0,No,6,0.77815,Pass
1681,17,New York,11,4,1,Lease,Approved,51,4,2,Yes,7,0.8451,Pass
1682,17,New York,11,4,2,Lease,Approved,62,6,5,Yes,12,1.07918,Fail
1683,17,New York,16,4,1,Lease,Disapproved,53,4,0,No,8,0.90309,Pass
1684,17,Paris,6,4,2,Lease,Approved,54,4,0,No,6,0.77815,Pass
1685,17,New York,8,4,2,Lease,Approved,55,6,2,Yes,11,1.04139,Fail
1686,17,Sydney,13,3,2,Lease,Disapproved,89,6,3,Yes,12,1.07918,Fail
1687,17,New York,9,3,2,Lease,Approved,78,2,0,No,4,0.60206,Pass
1688,17,New York,13,3,2,Loan,Disapproved,47,4,0,No,8,0.90309,Pass
1689,17,Paris,8,4,2,Lease,Approved,86,3,0,No,5,0.69897,Pass
1690,17,New York,9,3,3,Lease,Approved,25,4,2,Yes,7,0.8451,Pass
1691,17,New York,8,3,3,Lease,Approved,41,4,0,No,8,0.90309,Pass
1692,17,New York,17,3,1,Lease,Disapproved,52,4,0,No,6,0.77815,Pass
1693,17,Sydney,7,3,3,Loan,Approved,53,7,2,Yes,13,1.11394,Fail
1694,17,Paris,8,4,3,Loan,Approved,64,2,0,No,4,0.60206,Pass
1695,17,New York,8,3,1,Lease,Approved,55,7,2,Yes,12,1.07918,Fail
1696,17,New York,12,4,3,Lease,Approved,59,4,2,Yes,7,0.8451,Pass
1697,17,New York,9,4,2,Lease,Approved,28,4,2,Yes,7,0.8451,Pass
1698,17,Sydney,11,2,2,Lease,Approved,47,7,2,Yes,13,1.11394,Fail
1699,17,New York,7,5,2,Lease,Approved,36,4,1,Yes,6,0.77815,Pass
1700,17,New York,7,2,3,Lease,Approved,85,5,0,No,9,0.95424,Fail
1701,17,Sydney,8,3,1,Lease,Approved,81,9,3,Yes,17,1.23045,Fail
1702,17,New York,7,4,2,Lease,Approved,32,5,0,No,10,1,Fail
1703,17,Paris,13,4,2,Lease,Disapproved,33,3,0,No,5,0.69897,Pass
1704,17,Paris,9,4,3,Lease,Approved,44,3,0,No,5,0.69897,Pass
1705,17,New York,12,4,1,Loan,Approved,35,4,2,Yes,6,0.77815,Pass
1706,17,Paris,13,4,2,Lease,Disapproved,39,2,0,No,4,0.60206,Pass
1707,17,New York,9,5,1,Lease,Approved,68,4,0,No,8,0.90309,Pass
1708,17,Paris,11,5,2,Lease,Approved,67,4,1,Yes,6,0.77815,Pass
1709,17,Paris,12,5,3,Lease,Approved,26,4,1,Yes,6,0.77815,Pass
1710,17,New York,11,5,3,Lease,Approved,25,6,2,Yes,12,1.07918,Fail
1711,17,Paris,14,5,3,Loan,Disapproved,71,2,0,No,4,0.60206,Pass
1712,17,New York,12,5,2,Loan,Approved,42,5,0,No,9,0.95424,Fail
1713,17,New York,8,5,3,Lease,Approved,53,5,0,No,9,0.95424,Fail
1714,17,New York,7,5,3,Lease,Approved,44,6,3,Yes,11,1.04139,Fail
1715,17,Paris,8,5,1,Lease,Approved,45,2,0,No,4,0.60206,Pass
1716,17,Paris,11,5,1,Lease,Approved,69,3,0,No,5,0.69897,Pass
1717,17,Paris,7,5,2,Lease,Approved,68,4,1,Yes,6,0.77815,Pass
1718,17,New York,10,5,1,Lease,Approved,27,4,1,Yes,6,0.77815,Pass
1719,17,New York,7,5,1,Lease,Approved,46,5,0,No,9,0.95424,Fail
1720,17,New York,11,5,1,Lease,Approved,45,4,0,No,8,0.90309,Pass
1721,17,Sydney,6,5,3,Lease,Approved,51,11,4,Yes,21,1.32222,Fail
1722,17,Sydney,13,5,2,Loan,Approved,42,7,5,Yes,13,1.11394,Fail
1723,17,New York,8,5,1,Lease,Approved,53,2,0,No,4,0.60206,Pass
1724,17,Paris,11,5,3,Loan,Approved,44,4,2,Yes,7,0.8451,Pass
1725,17,New York,5,5,1,Lease,Approved,75,4,0,No,8,0.90309,Pass
1726,17,Sydney,13,2,2,Lease,Approved,49,8,3,Yes,15,1.17609,Fail
1727,17,Sydney,8,4,1,Loan,Approved,68,6,2,Yes,11,1.04139,Fail
1728,17,New York,8,4,1,Lease,Approved,27,4,1,Yes,6,0.77815,Pass
1729,17,New York,6,4,1,Lease,Approved,76,4,1,Yes,7,0.8451,Pass
1730,17,Sydney,10,4,3,Lease,Approved,35,5,0,No,9,0.95424,Fail
1731,17,Sydney,7,4,3,Lease,Approved,51,6,5,Yes,12,1.07918,Fail
1732,17,New York,8,4,1,Lease,Approved,72,4,1,Yes,6,0.77815,Pass
1733,17,Paris,10,4,3,Lease,Approved,53,3,0,No,5,0.69897,Pass
1734,17,Sydney,11,4,3,Loan,Approved,34,5,0,No,10,1,Fail
1735,17,Paris,8,4,2,Lease,Approved,65,4,1,Yes,6,0.77815,Pass
1736,17,Paris,11,4,1,Lease,Approved,39,2,0,No,4,0.60206,Pass
1737,17,Paris,12,4,2,Lease,Approved,88,4,1,Yes,7,0.8451,Pass
1738,18,New York,11,4,3,Loan,Approved,67,5,0,No,9,0.95424,Fail
1739,18,Paris,13,4,1,Lease,Approved,56,2,0,No,4,0.60206,Pass
1740,18,Paris,9,4,1,Loan,Approved,55,4,2,Yes,7,0.8451,Pass
1741,18,New York,13,3,3,Lease,Approved,51,4,2,Yes,7,0.8451,Pass
1742,18,Paris,9,3,2,Lease,Approved,42,4,2,Yes,7,0.8451,Pass
1743,18,New York,8,3,3,Loan,Approved,73,3,0,No,5,0.69897,Pass
1744,18,New York,11,4,1,Lease,Approved,54,4,0,No,6,0.77815,Pass
1745,18,New York,9,3,2,Loan,Approved,35,4,1,Yes,7,0.8451,Pass
1746,18,Sydney,14,3,3,Loan,Disapproved,89,8,4,Yes,17,1.23045,Fail
1747,18,Sydney,11,3,1,Lease,Approved,48,7,2,Yes,13,1.11394,Fail
1748,18,Paris,10,4,3,Lease,Approved,27,3,0,No,5,0.69897,Pass
1749,18,Paris,10,3,1,Loan,Approved,36,4,0,No,8,0.90309,Pass
1750,18,New York,7,3,3,Loan,Approved,45,4,0,No,8,0.90309,Pass
1751,18,Paris,5,5,2,Loan,Approved,31,3,0,No,5,0.69897,Pass
1752,18,New York,8,4,1,Loan,Approved,32,5,0,No,10,1,Fail
1753,18,Sydney,11,2,1,Lease,Approved,43,7,2,Yes,13,1.11394,Fail
1754,18,New York,5,4,1,Loan,Approved,94,4,2,Yes,7,0.8451,Pass
1755,18,Sydney,10,2,3,Lease,Approved,35,8,3,Yes,17,1.23045,Fail
1756,18,Paris,11,5,2,Lease,Approved,19,4,1,Yes,7,0.8451,Pass
1757,18,New York,12,5,2,Lease,Approved,28,2,0,No,4,0.60206,Pass
1758,18,Paris,10,5,3,Lease,Approved,107,4,1,Yes,6,0.77815,Pass
1759,18,New York,6,4,1,Loan,Approved,86,4,1,Yes,6,0.77815,Pass
1760,18,New York,7,4,1,Loan,Approved,45,4,0,No,8,0.90309,Pass
1761,18,Paris,11,5,3,Lease,Approved,111,4,1,Yes,6,0.77815,Pass
1762,18,New York,7,5,2,Lease,Approved,62,5,0,No,9,0.95424,Fail
1763,18,Paris,13,5,3,Loan,Disapproved,73,3,0,No,5,0.69897,Pass
1764,18,Paris,9,5,3,Lease,Approved,34,3,0,No,5,0.69897,Pass
1765,18,New York,16,4,3,Loan,Disapproved,45,4,1,Yes,6,0.77815,Pass
1766,18,New York,13,4,1,Loan,Disapproved,49,4,0,No,8,0.90309,Pass
1767,18,New York,5,5,2,Lease,Approved,38,5,0,No,9,0.95424,Fail
1768,18,Paris,10,5,2,Lease,Approved,47,3,0,No,5,0.69897,Pass
1769,18,New York,9,5,1,Lease,Approved,66,4,0,No,8,0.90309,Pass
1770,18,Paris,6,5,3,Loan,Approved,15,2,0,No,4,0.60206,Pass
1771,18,Paris,6,5,1,Lease,Approved,41,3,0,No,5,0.69897,Pass
1772,18,Paris,16,4,1,Loan,Disapproved,92,4,0,No,6,0.77815,Pass
1773,18,New York,10,5,3,Lease,Approved,53,5,0,No,9,0.95424,Fail
1774,18,Sydney,8,5,3,Lease,Approved,34,6,3,Yes,12,1.07918,Fail
1775,18,New York,5,5,1,Lease,Approved,45,4,1,Yes,6,0.77815,Pass
1776,18,Sydney,8,1,3,Loan,Approved,39,8,3,Yes,15,1.17609,Fail
1777,18,Sydney,11,5,3,Lease,Approved,58,6,2,Yes,11,1.04139,Fail
1778,18,New York,10,5,2,Lease,Approved,57,4,1,Yes,7,0.8451,Pass
1779,18,New York,15,3,1,Lease,Disapproved,46,5,0,No,10,1,Fail
1780,18,Paris,9,5,3,Lease,Approved,55,4,2,Yes,6,0.77815,Pass
1781,18,Sydney,5,4,3,Lease,Approved,51,4,0,No,8,0.90309,Pass
1782,18,New York,11,4,2,Lease,Approved,42,3,0,No,5,0.69897,Pass
1783,18,New York,9,4,2,Lease,Approved,53,6,2,Yes,11,1.04139,Fail
1784,18,Sydney,7,4,3,Lease,Approved,44,6,1,Yes,12,1.07918,Fail
1785,18,Paris,14,4,3,Lease,Disapproved,45,3,1,Yes,5,0.69897,Pass
1786,18,New York,8,4,3,Lease,Approved,69,4,0,No,8,0.90309,Pass
1787,18,Paris,10,4,1,Loan,Approved,48,2,0,No,4,0.60206,Pass
1788,18,New York,7,4,1,Loan,Approved,47,5,0,No,9,0.95424,Fail
1789,18,New York,17,4,2,Loan,Disapproved,46,5,0,No,10,1,Fail
1790,18,Sydney,11,4,3,Lease,Approved,35,4,0,No,7,0.8451,Pass
1791,18,New York,6,4,1,Loan,Approved,31,4,0,No,8,0.90309,Pass
1792,18,New York,11,4,1,Loan,Approved,22,6,3,Yes,11,1.04139,Fail
1793,18,Paris,11,4,3,Lease,Approved,33,4,0,No,8,0.90309,Pass
1794,18,Paris,8,4,1,Lease,Approved,84,3,1,Yes,5,0.69897,Pass
1795,18,Sydney,8,4,3,Lease,Approved,55,5,0,No,10,1,Fail
1796,18,New York,8,3,2,Lease,Approved,49,4,0,No,7,0.8451,Pass
1797,18,New York,6,3,2,Lease,Approved,78,4,0,No,7,0.8451,Pass
1798,18,Paris,12,3,1,Lease,Approved,47,2,0,No,4,0.60206,Pass
1799,18,New York,6,3,2,Lease,Approved,26,5,0,No,9,0.95424,Fail
1800,18,New York,9,3,2,Loan,Approved,65,3,2,Yes,5,0.69897,Pass
1801,18,New York,7,3,2,Loan,Approved,51,4,0,No,8,0.90309,Pass
1802,18,Sydney,8,3,1,Loan,Approved,42,6,1,Yes,12,1.07918,Fail
1803,18,New York,12,4,2,Loan,Approved,33,4,1,Yes,6,0.77815,Pass
1804,18,New York,14,3,3,Lease,Disapproved,24,5,0,No,9,0.95424,Fail
1805,18,Paris,14,5,2,Lease,Disapproved,25,3,1,Yes,5,0.69897,Pass
1806,18,New York,11,4,2,Lease,Approved,79,4,0,No,8,0.90309,Pass
1807,18,Paris,15,4,2,Lease,Disapproved,68,4,0,No,8,0.90309,Pass
1808,18,New York,4,4,3,Lease,Approved,27,4,0,No,8,0.90309,Pass
1809,18,Paris,12,4,3,Lease,Approved,16,3,0,No,5,0.69897,Pass
1810,18,New York,8,5,2,Loan,Approved,45,4,0,No,7,0.8451,Pass
1811,18,Sydney,7,2,1,Lease,Approved,31,10,4,Yes,19,1.27875,Fail
1812,18,New York,8,3,3,Loan,Approved,42,5,0,No,9,0.95424,Fail
1813,18,New York,9,4,3,Lease,Approved,43,4,0,No,7,0.8451,Pass
1814,19,Paris,11,4,3,Lease,Approved,74,4,1,Yes,6,0.77815,Pass
1815,19,New York,9,4,3,Loan,Approved,15,4,2,Yes,6,0.77815,Pass
1816,19,New York,6,5,2,Loan,Approved,29,2,0,No,4,0.60206,Pass
1817,19,Paris,9,5,3,Loan,Approved,98,3,0,No,5,0.69897,Pass
1818,19,New York,5,5,1,Lease,Approved,27,3,0,No,5,0.69897,Pass
1819,19,Paris,8,5,2,Lease,Approved,36,0,0,No,3,0.47712,Pass
1820,19,Paris,10,5,1,Lease,Approved,15,4,1,Yes,6,0.77815,Pass
1821,19,New York,6,5,2,Loan,Approved,91,4,0,No,8,0.90309,Pass
1822,19,Paris,12,5,3,Lease,Approved,62,2,0,No,4,0.60206,Pass
1823,19,New York,13,2,2,Lease,Disapproved,63,6,3,Yes,11,1.04139,Fail
1824,19,New York,8,5,1,Lease,Approved,54,4,0,No,7,0.8451,Pass
1825,19,Paris,10,5,3,Loan,Approved,25,4,2,Yes,6,0.77815,Pass
1826,19,New York,12,5,2,Lease,Approved,99,4,0,No,8,0.90309,Pass
1827,19,New York,11,5,2,Lease,Approved,78,5,0,No,9,0.95424,Fail
1828,19,Sydney,9,2,2,Lease,Approved,37,8,3,Yes,16,1.20412,Fail
1829,19,Paris,14,5,2,Lease,Disapproved,66,4,1,Yes,6,0.77815,Pass
1830,19,New York,8,5,3,Lease,Approved,35,5,0,No,9,0.95424,Fail
1831,19,Paris,4,5,1,Loan,Approved,71,2,0,No,4,0.60206,Pass
1832,19,New York,11,5,2,Lease,Approved,32,4,0,No,7,0.8451,Pass
1833,19,New York,8,5,2,Loan,Approved,73,4,0,No,8,0.90309,Pass
1834,19,Paris,10,5,1,Loan,Approved,84,4,0,No,7,0.8451,Pass
1835,19,New York,11,5,1,Lease,Approved,85,6,2,Yes,12,1.07918,Fail
1836,19,New York,11,4,2,Loan,Approved,49,5,0,No,9,0.95424,Fail
1837,19,Paris,9,4,2,Lease,Approved,73,4,2,Yes,6,0.77815,Pass
1838,19,New York,8,4,1,Lease,Approved,37,4,2,Yes,6,0.77815,Pass
1839,19,New York,16,4,1,Lease,Disapproved,56,5,0,No,9,0.95424,Fail
1840,19,New York,7,4,3,Loan,Approved,35,6,1,Yes,11,1.04139,Fail
1841,19,Sydney,10,4,3,Lease,Approved,51,5,0,No,9,0.95424,Fail
1842,19,New York,15,4,1,Lease,Disapproved,82,5,0,No,9,0.95424,Fail
1843,19,New York,12,4,2,Lease,Approved,53,4,2,Yes,6,0.77815,Pass
1844,19,New York,12,4,2,Lease,Approved,148,4,0,No,8,0.90309,Pass
1845,19,New York,11,4,3,Lease,Approved,35,6,1,Yes,12,1.07918,Fail
1846,19,New York,10,4,3,Lease,Approved,19,5,0,No,10,1,Fail
1847,19,New York,11,4,3,Loan,Approved,68,4,0,No,7,0.8451,Pass
1848,19,New York,11,4,1,Loan,Approved,37,4,0,No,8,0.90309,Pass
1849,19,Paris,7,4,3,Lease,Approved,76,5,0,No,10,1,Fail
1850,19,Paris,12,4,3,Lease,Approved,35,3,0,No,5,0.69897,Pass
1851,19,Paris,14,5,1,Lease,Disapproved,41,3,0,No,5,0.69897,Pass
1852,19,Paris,11,4,1,Lease,Approved,42,3,0,No,5,0.69897,Pass
1853,19,Paris,8,3,1,Lease,Approved,83,0,0,No,3,0.47712,Pass
1854,19,New York,8,3,3,Lease,Approved,34,2,0,No,4,0.60206,Pass
1855,19,Paris,4,5,3,Loan,Approved,55,3,0,No,5,0.69897,Pass
1856,19,New York,5,3,3,Lease,Approved,69,4,0,No,7,0.8451,Pass
1857,19,Sydney,10,3,3,Lease,Approved,48,8,3,Yes,16,1.20412,Fail
1858,19,New York,7,3,3,Lease,Approved,27,4,0,No,7,0.8451,Pass
1859,19,New York,8,3,3,Lease,Approved,36,3,2,Yes,5,0.69897,Pass
1860,19,New York,9,3,3,Loan,Approved,65,4,0,No,7,0.8451,Pass
1861,19,Paris,9,2,2,Loan,Approved,61,3,0,No,5,0.69897,Pass
1862,19,New York,7,4,2,Lease,Approved,52,4,0,No,8,0.90309,Pass
1863,19,New York,5,4,3,Lease,Approved,43,4,2,Yes,6,0.77815,Pass
1864,19,Paris,13,4,3,Loan,Disapproved,84,4,1,Yes,6,0.77815,Pass
1865,19,New York,8,4,1,Loan,Approved,85,4,2,Yes,6,0.77815,Pass
1866,19,New York,3,2,3,Lease,Approved,39,5,0,No,9,0.95424,Fail
1867,19,New York,16,5,2,Loan,Disapproved,38,5,0,No,10,1,Fail
1868,19,New York,5,3,2,Lease,Approved,57,5,0,No,9,0.95424,Fail
1869,19,New York,7,5,3,Lease,Approved,16,3,0,No,5,0.69897,Pass
1870,19,Paris,12,3,2,Lease,Approved,35,3,0,No,5,0.69897,Pass
1871,19,New York,16,3,1,Lease,Disapproved,51,6,1,Yes,11,1.04139,Fail
1872,19,New York,8,5,3,Lease,Approved,42,3,0,No,5,0.69897,Pass
1873,19,New York,12,5,3,Lease,Approved,83,5,0,No,9,0.95424,Fail
1874,19,New York,14,4,2,Loan,Disapproved,74,4,0,No,8,0.90309,Pass
1875,19,Paris,9,5,2,Lease,Approved,75,4,0,No,7,0.8451,Pass
1876,19,Paris,10,5,1,Lease,Approved,49,3,0,No,5,0.69897,Pass
1877,19,New York,6,5,3,Lease,Approved,48,4,1,Yes,7,0.8451,Pass
1878,19,Paris,9,5,3,Lease,Approved,37,3,0,No,5,0.69897,Pass
1879,19,Sydney,15,1,2,Lease,Disapproved,66,7,1,Yes,13,1.11394,Fail
1880,19,Sydney,10,2,1,Loan,Approved,35,8,3,Yes,16,1.20412,Fail
1881,19,New York,9,5,3,Lease,Approved,71,4,0,No,8,0.90309,Pass
1882,19,Paris,8,5,2,Lease,Approved,52,4,2,Yes,6,0.77815,Pass
1883,19,Paris,9,5,1,Lease,Approved,73,4,0,No,8,0.90309,Pass
1884,19,New York,9,5,1,Lease,Approved,44,4,0,No,8,0.90309,Pass
1885,19,Paris,11,5,3,Lease,Approved,45,4,1,Yes,6,0.77815,Pass
1886,19,New York,13,3,1,Loan,Disapproved,19,3,0,No,5,0.69897,Pass
1887,19,New York,11,5,2,Lease,Approved,28,5,0,No,9,0.95424,Fail
1888,19,New York,12,5,2,Lease,Approved,67,4,1,Yes,6,0.77815,Pass
1889,19,New York,11,5,2,Lease,Approved,76,4,0,No,8,0.90309,Pass
1890,19,New York,14,5,1,Lease,Disapproved,25,5,0,No,10,1,Fail
1891,19,New York,13,4,2,Lease,Disapproved,41,6,1,Yes,11,1.04139,Fail
1892,19,Paris,7,4,1,Lease,Approved,22,3,0,No,5,0.69897,Pass
1893,19,Sydney,7,4,1,Lease,Approved,53,7,3,Yes,14,1.14613,Fail
1894,19,New York,11,4,3,Loan,Approved,44,6,1,Yes,11,1.04139,Fail
1895,19,New York,7,4,2,Lease,Approved,65,2,0,No,4,0.60206,Pass
1896,19,New York,7,4,3,Lease,Approved,59,6,1,Yes,11,1.04139,Fail
1897,19,New York,9,4,2,Lease,Approved,58,4,1,Yes,7,0.8451,Pass
1898,19,Paris,9,4,3,Lease,Approved,47,4,1,Yes,7,0.8451,Pass
1899,20,New York,10,4,3,Lease,Approved,71,6,3,Yes,12,1.07918,Fail
1900,20,New York,17,4,1,Lease,Disapproved,35,3,1,Yes,5,0.69897,Pass
1901,20,New York,6,4,3,Lease,Approved,61,4,1,Yes,7,0.8451,Pass
1902,20,New York,6,4,2,Lease,Approved,32,4,1,Yes,7,0.8451,Pass
1903,20,New York,14,4,2,Lease,Disapproved,53,4,2,Yes,7,0.8451,Pass
1904,20,Paris,5,4,1,Loan,Approved,44,2,0,No,4,0.60206,Pass
1905,20,New York,7,4,3,Lease,Approved,65,4,1,Yes,6,0.77815,Pass
1906,20,Paris,10,3,2,Loan,Approved,39,4,0,No,8,0.90309,Pass
1907,20,New York,14,3,1,Lease,Disapproved,68,5,0,No,10,1,Fail
1908,20,New York,6,3,1,Loan,Approved,47,3,1,Yes,5,0.69897,Pass
1909,20,Paris,7,3,1,Loan,Approved,56,5,0,No,9,0.95424,Fail
1910,20,New York,10,3,1,Lease,Approved,45,6,2,Yes,11,1.04139,Fail
1911,20,Sydney,2,3,3,Loan,Approved,61,6,3,Yes,12,1.07918,Fail
1912,20,New York,8,3,2,Loan,Approved,32,3,0,No,5,0.69897,Pass
1913,20,New York,12,3,2,Loan,Approved,43,4,0,No,8,0.90309,Pass
1914,20,Paris,13,5,2,Loan,Approved,34,3,1,Yes,5,0.69897,Pass
1915,20,New York,8,3,2,Lease,Approved,65,3,0,No,5,0.69897,Pass
1916,20,New York,10,2,1,Lease,Approved,79,6,1,Yes,11,1.04139,Fail
1917,20,Sydney,9,2,3,Loan,Approved,28,11,6,Yes,23,1.36173,Fail
1918,20,Paris,16,4,3,Lease,Disapproved,57,2,0,No,4,0.60206,Pass
1919,20,New York,12,2,1,Loan,Approved,66,6,3,Yes,12,1.07918,Fail
1920,20,New York,14,4,3,Lease,Disapproved,25,5,0,No,10,1,Fail
1921,20,Paris,9,5,2,Loan,Approved,51,5,0,No,9,0.95424,Fail
1922,20,New York,12,5,2,Lease,Approved,42,0,0,No,3,0.47712,Pass
1923,20,Sydney,10,3,3,Lease,Approved,53,11,5,Yes,22,1.34242,Fail
1924,20,New York,7,5,2,Lease,Approved,44,6,1,Yes,11,1.04139,Fail
1925,20,Sydney,9,4,2,Loan,Approved,95,9,7,Yes,18,1.25527,Fail
1926,20,Paris,9,5,1,Loan,Approved,44,4,0,No,8,0.90309,Pass
1927,20,New York,10,5,2,Lease,Approved,98,5,0,No,9,0.95424,Fail
1928,20,Sydney,8,3,2,Lease,Approved,57,7,3,Yes,14,1.14613,Fail
1929,20,New York,10,5,1,Lease,Approved,46,5,2,Yes,10,1,Fail
1930,20,Paris,9,5,2,Loan,Approved,30,4,1,Yes,6,0.77815,Pass
1931,20,New York,6,5,3,Lease,Approved,81,5,0,No,10,1,Fail
1932,20,Paris,7,5,3,Lease,Approved,32,4,1,Yes,7,0.8451,Pass
1933,20,Paris,13,5,3,Loan,Approved,73,4,1,Yes,7,0.8451,Pass
1934,20,New York,14,3,1,Loan,Disapproved,34,5,0,No,10,1,Fail
1935,20,Sydney,13,1,2,Loan,Approved,75,9,7,Yes,18,1.25527,Fail
1936,20,New York,9,5,3,Loan,Approved,39,5,0,No,9,0.95424,Fail
1937,20,Sydney,8,1,1,Lease,Approved,28,8,3,Yes,16,1.20412,Fail
1938,20,New York,11,5,2,Lease,Approved,17,4,0,No,6,0.77815,Pass
1939,20,New York,10,5,1,Loan,Approved,56,4,1,Yes,7,0.8451,Pass
1940,20,Sydney,7,1,2,Lease,Approved,35,10,4,Yes,19,1.27875,Fail
1941,20,Sydney,7,5,1,Lease,Approved,31,5,0,No,10,1,Fail
1942,20,Paris,11,5,3,Lease,Approved,82,0,0,No,3,0.47712,Pass
1943,20,Paris,8,5,1,Lease,Approved,83,4,1,Yes,7,0.8451,Pass
1944,20,Paris,14,5,1,Loan,Disapproved,94,2,0,No,4,0.60206,Pass
1945,20,New York,13,1,2,Lease,Disapproved,65,5,0,No,9,0.95424,Fail
1946,20,Sydney,13,4,1,Lease,Disapproved,39,7,2,Yes,13,1.11394,Fail
1947,20,New York,12,4,1,Lease,Approved,88,3,1,Yes,5,0.69897,Pass
1948,20,Sydney,6,4,3,Lease,Approved,57,7,5,Yes,13,1.11394,Fail
1949,20,Paris,6,4,1,Lease,Approved,46,3,1,Yes,5,0.69897,Pass
1950,20,Paris,9,4,2,Lease,Approved,25,3,0,No,5,0.69897,Pass
1951,20,Sydney,10,4,2,Loan,Approved,71,8,6,Yes,15,1.17609,Fail
1952,20,Sydney,7,2,2,Lease,Approved,52,14,3,Yes,28,1.44716,Fail
1953,20,New York,10,4,3,Lease,Approved,53,4,1,Yes,7,0.8451,Pass
1954,20,New York,12,4,3,Loan,Approved,34,5,0,No,9,0.95424,Fail
1955,20,Sydney,5,4,1,Lease,Approved,75,4,0,No,8,0.90309,Pass
1956,20,New York,15,4,1,Lease,Disapproved,39,4,0,No,8,0.90309,Pass
1957,20,Paris,9,5,3,Loan,Approved,48,0,0,No,3,0.47712,Pass
1958,20,Paris,12,4,2,Lease,Approved,37,2,0,No,4,0.60206,Pass
1959,20,New York,8,4,2,Lease,Approved,86,3,1,Yes,5,0.69897,Pass
1960,20,New York,4,4,2,Lease,Approved,45,5,0,No,9,0.95424,Fail
1961,20,Sydney,9,3,1,Loan,Approved,61,10,4,Yes,20,1.30103,Fail
1962,20,New York,14,3,1,Loan,Disapproved,32,4,0,No,8,0.90309,Pass
